,Product Name,Prices,Description,Reviews
180,"realme 12 5G (Twilight Purple, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
181,"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","₹11,087",4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2
182,"realme C55 (Rainy Night, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
183,"realme C55 (Sunshower, 64 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
184,"Motorola G32 (Satin Silver, 128 GB)","₹9,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories,4.1
185,"realme 12+ 5G (Pioneer Green, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
186,"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹12,464",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2
187,"realme 12+ 5G (Navigator Beige, 256 GB)","₹21,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
188,"IQOO Z6 Lite 5G (With Charger) (Mystic Night, 128 GB)","₹13,779",6 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.3
189,"realme Narzo 70 Pro 5G (Glass Gold, 256 GB)","₹20,027",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
190,"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
191,"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹11,355",4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2
192,"realme 12+ 5G (Navigator Beige, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
193,"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","₹12,400",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year,4.2
194,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,234",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,4.1
195,"POCO M6 Pro 5G (Power Black, 256 GB)","₹12,499",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
196,"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
197,"realme C55 (Rainy Night, 128 GB)","₹13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
198,"realme 12 Pro 5G (Submarine Blue, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
199,"realme Narzo 70 Pro 5G (Glass Green, 256 GB)","₹20,549",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
200,"POCO X6 Pro 5G (Yellow, 512 GB)","₹27,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
201,"POCO X6 Pro 5G (Yellow, 256 GB)","₹25,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
202,"Apple iPhone 14 (Starlight, 128 GB)","₹58,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6
203,"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹11,998",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD Display50MP + 50MP | 13MP + 13MP Dual Front Camera6000 mAh BatterySamsung Exynos 1330 Processor1 year for handset and 6 month for accessories,4.2
204,"REDMI 13c 5G (Startrail Silver, 256 GB)","₹13,810",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.2
205,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,999",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,4.3
206,"Motorola g14 (Sky Blue, 128 GB)","₹8,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryT616 ProcessorImmersive Stereo Speakers with Dolby Atmos1 Year on Handset and 6 Months on Accessories,4.1
207,"realme 12 5G (Woodland Green, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
208,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","₹11,990","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.2
209,"realme Narzo N55 (Prime Blue, 64 GB)","₹9,988",4 GB RAM | 64 GB ROM17.07 cm (6.72 inch) Display64MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
210,Kechaoda K112,"₹1,565",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera3600 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.,4
211,"REDMI 12 5G (Moonstone Silver, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
212,"REDMI 13c 5G (Startrail Green, 256 GB)","₹13,892",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.2
213,"REDMI 13c 5G (Starlight Black, 256 GB)","₹13,797",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.2
214,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,935",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,4.3
215,Kechaoda A27,₹970,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) FWVGA+ Display800 mAh BatteryNO WARRANTY,4
