SNo,Reg.Number,Name,Address,Mobile,Email,Website,Type
808,UPRERAPRM19602,KAILASH HOUSING,A 20 ANAND VIHAR BALKESHWAR AGRA,9837140000,govindgrowmore@yahoo.co.in,,Partnership Firm
809,UPRERAPRM196073,AMBIT BUILDWELL PVT.LTD.,"Room No.205, Welcome Plaza, School Block-II, Shakarpur, Delhi-110092",8527596620,dinesh@ambitbuildwell.com,https://www.parasavenue.com/,Company
810,UPRERAPRM196259,Noida Cyber Park Pvt. Ltd.,"Plot No. C-28 AND 29, Block No.C Sector 62 Noida-201301",9650888433,cyberhub62@gmail.com,https://www.avenues62.com/,Company
811,UPRERAPRM196326,MNG REALTECH LLP,"KH NO. 1074, NOOR NAGAR, RAJ NAGAR EXTENSION, Ghaziabad, Uttar Pradesh, 201003",9810063113,mngrealtechllp@gmail.com,http://www.mngrealtech.com/,Partnership Firm
812,UPRERAPRM196433,TANMAY PROJECTS LLP (Formerly TANMAY PROJECTS PRIVATE LIMITED),"UNIT NO. S-9, IIND FLOOR, BLOCK NO. 118/8 SANJAYPLACE AGRA UP 282002 IN",9837500055,tanmayprojects22@yahoo.com,https://dwarikastreet.in/,Company
813,UPRERAPRM19657,EARTH INFRASTRUCTURES LIMITED,"B-100, Second Floor, Nariana Industrial Area, Phase-1 Delhi South West Delhi DL 110028 IN",8448607874,sapphire.customercare@earthinfra.com,,Company
814,UPRERAPRM19678,NAARAYAN BUILDCON,G-15 RAMAN TOWER SANJAY PLACE AGRA,8475002045,naarayanbuildcon@gmail.com,,Partnership Firm
815,UPRERAPRM19692,EARTH GRACIA BUILDCON PRIVATE LIMITED,"B-100, Second Floor, Nariana Industrial Area, Phase-1 Delhi West Delhi DL 110028 IN",9716070222,gracia.customercare@earthinfra.com,,Company
816,UPRERAPRM19699,QUALITY DEVELOPERS,602 GALLANT LANDMARK BANK ROAD GORAKHPUR U.P 273001,7080909174,qualitydevelopers123@gmail.com,,Partnership Firm
817,UPRERAPRM19708,Shri Radhe Radhe Developers & Builders,sarb nagar mission compound jhansi,9415057008,chawlaharpreet64@gmail.com,,Partnership Firm
818,UPRERAPRM19721,P KE PRIME ESTATES,CIVIL LINE PARK ROAD GOLGHAR GORAKHPUR U.P 273001,7080909174,pkeprime@gmail.com,,Partnership Firm
819,UPRERAPRM19739,FLORUS DEVELOPERS,"Plot 177, Azad Chowk Road, Gorakhpur",8423458808,florusdevelopers@gmail.com,,Partnership Firm
820,UPRERAPRM19740,Sunworld Developers Private Limited,"Corp. Off. - A-4, GF, Sector-4, Noida. 201301. Gautam Buddh Nagar",8826444882,carevanalika@gmail.com,https://www.up-rera.in/www.sunworld.in,Company
821,UPRERAPRM197591,SHREE RAJ VENTURES,"First Floor, J.P. Complex, Kahrai Mod, Shamshabad Road, Agra-282001",7534011166,shreerajventures2017@gmail.com,https://shreerajventures.in/,Partnership Firm
822,UPRERAPRM197721,ARIES INFRAVENTURES,"ARIES INFRAVENTURES FLAT NO. 105, AKANSHA HEIGHTS, NH-58 ROORKEE BYPASS, MODIPURAM MEERUT-250110",8476000084,ariesinfraventures@gmail.com,https://www.ariesinfraventures.com/,Partnership Firm
823,UPRERAPRM19773,PASHUPATINATH REALHOMES PRIVATE LIMITED,"80, CIVIL LINE, JHANSI",9935355773,pashupatinathrealhomespvtltd@gmail.com,,Company
824,UPRERAPRM1978,SG ESTATES PRIVATE LIMITED,"GF-03, UPPAL PLAZA, M-6, JASOLA DISTRICT CENTRE , NEW DELHI-110025",9899921232,info@sgestates.in,https://www.up-rera.in/www.sgestates.in,Company
825,UPRERAPRM197825,PRO INFRAREAL PRIVATE LIMITED,"LS-2,SECTOR-P4,GREATER NOIDA,GB NAGAR,UP",9811082798,MKG.HERO@GMAIL.COM,https://www.satyamgalleria.com/,Company
826,UPRERAPRM19793,WINSOME DEVELOPER PRIVATE LIMITED,S 24/6A 37 PRATAP NAGAR COLONY TAKTAKPUR ORDOLY BAZAR VARANASI (UP) -221002,8009482039,info.winsomedeveloper@gmail.com,https://www.up-rera.in/www.winsomedeveloper.org,Company
827,UPRERAPRM19800,Buland Housing Pvt. ltd,"1st Floor, Friends Wasan Plaza, Sanjay Place, Agra-02",7895003009,bulandhousing@yahoo.in,https://www.up-rera.in/www.bulandhousing.com,Company
828,UPRERAPRM19801,Satyendra Kumar Maheshwari & Ravi Kumar Maheshwari,"15/197, Civil Lines, 31 Ratan Mahal apartment.Kanpur",7080201065,neerajneeti@gmail.com,,Individual
829,UPRERAPRM19806,Syed Mohammad Hilal Hasan,"449/14 Kha Hilal House, Musahab Ganj, Near Nagar Maha Palika School, Thakurganj, Lucknow 226003",7355942165,info@homalay.com,,Individual
830,UPRERAPRM19821,NIP HOUSING PVT.LTD,"SM PLOT NO. 540,542 MAUJA AKATTA, ANMOL NAGAR COLONY, SARNATH, VARANASI",9415293993,shaileshgpt22@gmail.com,,Company
831,UPRERAPRM19832,SSN INFRA DEVELOPERS PRIVATE LIMITED,2/24 VIKRANT KHAND GOMTI NAGAR LUCKNOW-226010,9129069111,ssninfrapvtltd@gmail.com,,Company
832,UPRERAPRM19833,Jhansi Development Authority,"Jhansi Vikas Pradhikaran, Behind Zila Vikas Karyalana, Jhansi",9506034343,jda_jhansi@rediffmail.com,https://www.jdaup.in/,Competent authority
833,UPRERAPRM198591,SHARDA INFRA,"F-12(A), FIRST FLOOR, ANGEL MEGA MALL, CK-1, KAUSHAMBI, GHAZIABAD U.P-201010",9810376072,shardainfra2022@gmail.com,https://ntpcanandamplaza.com/,Proprietorship Firm
834,UPRERAPRM19865,SUPERIOR FABRICS PRIVATE LIMITED,"16/71-A, Civil Lines, Kanpur",9922014232,mmgresidency@gmail.com,,Company
835,UPRERAPRM19870,NAARAYAN INFRATECH,G-15 RAMAN TOWER SANJAY PLACE AGRA,9027165338,shaileshsinghal91@gmail.com,,Partnership Firm
836,UPRERAPRM19875,Krishan Chand Bansal,1397 sec 7 faridabad haryana,9999684718,info@indirapuramhabitatcentre.co,,Individual
837,UPRERAPRM19876,ICONIC INFRAESTATE PRIVATE LIMITED,"B-58,FAIRDEAL BHAWAN, VIBHUTI KHAND, GOMTI NAGAR, LUCKNOW",8799988899,iconicinfra.gm@gmail.com,http://www.iconicgroup.co.in/,Company
838,UPRERAPRM19883,AGRA INFRALAND DEVELOPERS PRIVATE LIMITED,"BLOCK – 17/2/4, FIRST FLOOR, FREINDS WASAN PLAZA, SANJAY PLACE, Agra",9897970890,agrainfradev@gmail.com,https://www.up-rera.in/N.A.,Company
839,UPRERAPRM19885,BOSS REAL ESTATE PRIVATE LIMITED,"RAJA KA TAAL , ORCHID GREEN FIROZABAD",9760036921,lalitca2003@rediffmail.com,,Company
840,UPRERAPRM1989,MARS DEVELOPERS AND BUILDTECH INDIA PRIVATE LIMITE,"1)MANISH AGARWAL-959/S-60 SARB NAGAR CP MISSION COMPUNDJHANSI. 2) SANJEETA AGARWAL-959/S-60, CP MIS",9532428132,RAJNEESHDEV.SHARMA@GMAIL.COM,,Company
841,UPRERAPRM19890,Ramesh Chand HUF,"39/16, Shivaji Road, Meerut",9837075507,rameshrakshapuram@gmail.com,,Individual
842,UPRERAPRM19923,ZENITH TOWNSHIP PVT. LTD.,"Registered Office Addrss- B-67, Sarita Vihar, New Delhi-110076, Corporate Office Address- C-20/1A/4, Sector-62, Noida, UP-201301, Site Address- Khasra No. 581, 586, 660, 661,662, 665,666/2 & 677/3, Village- Khadauli, Bypass Road, Meerut, U.P .",9873002373,vinod.poddar@saamag.com,http://www.saamag.com/,Company
843,UPRERAPRM199290,Wall Rock Developers LLP,"Regd. Office - B 33, Sector 63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh 201301 Corporate Office- B 33, Sector 63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh 201301 Site Office -C-14,Sector-Commercial Plot in Gaur Yamuna City( Pocket-3), at Mirzapur Site, (LFD-3), Sector -19,YEIDA,Greater Noida, Gautam Buddha Nagar, Uttar Pradesh,PIN-203201",9818980747,parveengupta8484@gmail.com,http://wallrock.in/,Partnership Firm
844,UPRERAPRM199337,PLUMERIA RESIDENT WELFARE ASSOCIATION,FLAT NO. J-201 ROHTAS PLUMERIA VIBHUTI KHAND GOMTI NAGAR LUCKNOW 226010,7404445567,prwa2016@gmail.com,https://prwa.in/,Association Of Allottees (AOA)
845,UPRERAPRM19935,SAS GLOBAL PRIVATE LIMITED,"14, STATION ROAD, LUCKNOW-226001",9919800455,kalragunjit@gmail.com,https://www.up-rera.in/WWW.SASGLOBAL.IN,Company
846,UPRERAPRM19938,Tirupati builders,NATHMALPUR GORAKHPUR,9415245083,tirupatibuildersgorakhdham@gmail.com,,Partnership Firm
847,UPRERAPRM19956,Agrani Homes Pvt Ltd,BRANCH OFFICE -D58/12 A-86 Gandhi Nagar Colony Sigra Varanasi UP 221002 contact no 7080300119 7080300112 7080300110 7080300100,8294631800,rera@agranihomes.in,http://agranihomes.in/,Company
848,UPRERAPRM19967,DIAMOND INFRAPROMOTERS PRIVATE LIMITED,"SUKRIT ENCLAVE, 13 OLD RTO COMPOUND LUCKNOW",8418000068,diamondinfrapromoters1@gmail.com,,Company
849,UPRERAPRM19981,ANKIT BUILDTECH CONSTRUCTION PRIVATE LIMITED,2 / 356 Vishvas Khand Gomti Nagar Lucknow-226010,9984132776,ankitbuildtech@gmail.com,,Company
850,UPRERAPRM19992,EARTH ICONIC INFRASTRUCTURES PRIVATE LIMITED,"B-100, Second Floor, Nariana Industrial Area, Phase-1 Delhi South West Delhi DL 110028 IN",9313013314,techone.customercare@earthinfra.com,,Company
851,UPRERAPRM19993,AASHIYANA INFRAPROMOTERS PRIVATE LIMITED,"2nd Floor,Dube Chamber,Sapru Marg, Lucknow Lucknow UP 226001",7355998148,saqibaipl@gmail.com,https://www.up-rera.in/www.skcbuilders.com,Company
852,UPRERAPRM20014,ASHISH INFRAESTATE LIMITED,"501, Gemini Residency, Asuran Chungi Medical Road Shahpur, Gorakhpur ( U.P.), PIN : 273001",9044035431,ashishinfraestate@gmail.com,,Company
853,UPRERAPRM20039,AFTEK HOUSING PRIVATE LIMITED,"F-1/32, 1ST FLOOR, KARAMAT MARKET, NISHATGANJ, LUCKNOW-226006",9335445631,aftekhousingprivatelimited@gmail.com,,Company
854,UPRERAPRM200412,AIS DEVELOPER LLP,"213, JS Arcade, Sector-18, Noida Gautam Buddha Nagar UP 201301",9971001119,aisdeveloperllp@gmail.com,https://www.aisdeveloper.com/,Company
855,UPRERAPRM20044,Goel & Sons Associates,"11/5 Mansarover, Meerut",8881122444,grandsaket@gmail.com,,Partnership Firm
856,UPRERAPRM2005,FRAGRANCE DREAM HOMES PVT LTD,GH 04 Sector 3 Siddharth Vihar Ghaziabad 201009,9711638904,accounts@fragrancehomes.com,,Company
857,UPRERAPRM2008,VAAV INFRATECH PRIVATE LIMITED,"31 dashmesh nagar, BAGPAT ROAD, MEERUT-UP-250002",9837028745,vvavinfratech@gmail.com,,Company
858,UPRERAPRM20081,Orbit Infrapromoters Pvt. Ltd.,"A-96, Saraswati Lok, Delhi Road, Meerut",9837088122,pradeeporbit1@gmail.com,,Company
859,UPRERAPRM20084,S M TOWERS,"1409, JHOKAN BAGH CIVIL LINES JHANSI",9935532723,smtowers12@gmail.com,,Partnership Firm
860,UPRERAPRM20085,KGR GREENS INFRATECH PVT LTD,"D 65/461, Lahartara Crossing, Lahartara, Varanasi-221103",7703004648,kgrgreensinfra@gmail.com,https://www.up-rera.in/Http/www.kgrinfra.com,Company
861,UPRERAPRM20091,SARS Developers,"Santushti Apartments,7-A,Vivekanand Marg, Lucknow",9415405880,arvind1962@gmail.com,,Partnership Firm
862,UPRERAPRM20100,PRAMOD GOEL,BN 33 EAST SHALIMAR BAGH NEW DELHI,7042488900,architect@victoryinfra.com,,Individual
863,UPRERAPRM20101,SHREE SAGAR JMD INFRACITY,513/16A Krishna Vihar Sulem Sarai Allahabad,9415306604,shreesagarjmdinfracity8001@gmail.com,,Partnership Firm
864,UPRERAPRM20106,STALLION INFRADEVELOPERS PRIVATE LIMITED,"GF: S-143,144,144B, SAHARA SHOPPING CENTER, FAIZABAD ROAD, INDIRA NAGAR, LUCKNOW",9889840776,stallioninfradevelopers@gmail.com,https://www.up-rera.in/www.stallioninfradevelopers.in,Company
865,UPRERAPRM20131,anil gupta,519 paschim vihar new delhi,7042488900,rahul.sharma@victoryinfra.com,,Individual
866,UPRERAPRM2015,Vivek Infratech Private Limited,"B-162, Prem Shanti, Sector.A, Mandir Marg, Opp. Mahanagar Boys School, Mahanagar, Lucknow",9415012088,msconsultants09@yahoo.in,,Company
867,UPRERAPRM20156,MADHAV HOUSING,"121, Jaganpur, Indrapuri, Agra",9557897979,dynamotax@gmail.com,,Partnership Firm
868,UPRERAPRM2019,Gaursons India Private Limited,"Gaur Biz Park, Plot No-01, Abhay Khand-II, Indirapuram, Ghaziabad-201014",9582279254,gaursindia.rera@gaursonsindia.com,http://www.gaursonsindia.com/,Company
869,UPRERAPRM20202,VCJ GLOBAL BUILDERS PVT.LTD,Raj Colony Husainabad jaupur -222002,9810535036,vcjbuilders@gmail.com,,Company
870,UPRERAPRM20216,PADAM ENCLAVE,"218E/71, PSQUARE MALL, 3RD FLOOR, MG MARG, ALLAHABAD-211001",9918901672,PADAMENCLAVE@GMAIL.COM,,Partnership Firm
871,UPRERAPRM202309,T-THREE PROMOTERS LLP,"REG Office - GH-03, Sector-16, Greater Noida West UP",9560711198,t3promotersllp@gmail.com,http://http//aisdeveloper.com/,Partnership Firm
872,UPRERAPRM20261,RENUKA REALTORS PRIVATE LIMITED,"2nd Floor, 46, Amrit Nagar, NDSE Part-I, NEW DELHI, DELHI - 110049",9412289161,renukarealtors.rera@gmail.com,,Company
873,UPRERAPRM20265,BRIJ INFRATECH REAL ESTATE DEVELOPERS,"45, M.G. ROAD, OPPOSITE AGRA COLLEGE , AGRA , 282002",9837073085,samridhicourtsagra@gmail.com,,Partnership Firm
874,UPRERAPRM202717,HEMISH INFRASTRUCTURE PRIVATE LIMITED,"3/191, Vipul Khand, Gomti Nagar Lucknow Lucknow UP 226010 IN",9889222226,avinash9889222226@gmail.com,http://hemishinfra.com/,Company
875,UPRERAPRM20285,ORCHIDGREEN INFRACITY PRIVATE LIMITED,"108, GOEL HATA, DHARAMSHALA BAZAR, GORAKHPUR, UP-273001",9415822897,orchidgreen1913@gmail.com,http://www.orchidgreeninfracity.com/,Company
876,UPRERAPRM20320,Apex Dream Homes Private Limited,R-36 Ramesh PArk Laxmi Nagar Delhi-110092 F180F Saheed Ravi Kant Marg Laxmi Nahar Delhi 110092,9650769991,amansachdeva@apexindia.in,https://www.up-rera.in/www.apexindia.in,Company
877,UPRERAPRM20322,KESHAV MADHAV INFRADEVELOPERS PRIVATE LIMITED,"124, DHOLPURA, AGRA ROAD, FIROZABAD-283203",9412267150,bansalrp45@gmail.com,,Company
878,UPRERAPRM20324,VIRENDRA KUMAR SINGH,"5, PAWAN VIHAR, PILIBHIT BYPASS ROAD BAREILLY",9837300499,commom11770@gmail.com,,Proprietorship Firm
879,UPRERAPRM20339,HI-VIEW CONSTRUCTION PVT LTD,"House No.248 Block -H,Poket - 17,Sector - 7,Landmark Near Jindal Public School, Rohini, Delhi,New Delhi- 110085",9711007677,hiviewconstructions@gmail.com,,Company
880,UPRERAPRM203619,KAMROOP PROMOTERS LLP,"A-134, CORENTHUM TOWER, SECTOR-62, NOIDA, UTTAR PRADESH-201309",9213111115,himanshu.sharma370@gmail.com,https://www.skaindia.co.in/,Partnership Firm
881,UPRERAPRM20366,AAKASH BUILDTECH PRIVATE LIMITED,"5, AAKASH TOWER PILIBHIT BYPASS ROAD BAREILLY",8449251000,caykagarwal@yahoo.com,,Company
882,UPRERAPRM20391,Akash Residency,"COMPOUND CHADHA PALACE PRINCE ROAD, MORADABAD",9837015985,akashresidencymbd@gmail.com,,Partnership Firm
883,UPRERAPRM20393,BENARA INFRA STRUCTURE DEVELOPMENT PVT LTD,"SHOP NO S-4,4A II ND FLOOR APARNA MALL HOSPITAL ROAD AGRA",8979388333,mohangoyal1967@gmail.com,,Company
884,UPRERAPRM20398,Intellicity Business Park Private Limited,"Plot No - 10, Techzone-4, Greater Noida West, Uttar Pradesh",9899000466,intellicity.rera@gmail.com,https://www.up-rera.in/www.intellicity.in,Company
885,UPRERAPRM20465,ajay arora,"AJAY ARORA, B-42/10 RAJENDRA NAGAR, BAREILLY,UP",9650277555,amanajayarora@gmail.com,,Partnership Firm
886,UPRERAPRM204838,UNIIMAXX CITY (BEHRAICH) PRIVATE LIMITED,"A-1/67 VIRAM KHAND, GOMTI NAGAR, LUCKNOW-226010",7084151501,uniimaxcitybehraich@gmail.com,http://vaibhavbuildtech.com/,Company
887,UPRERAPRM20485,ATARI INFORMATICS LTD,"F-7, 3rd floor, East of Kailash, New Delhi",9810619690,info@sapphireapartments.in,https://www.up-rera.in/www.sapphireapartments.in,Company
888,UPRERAPRM204872,SHEL BUILDING DREAMS PRIVATE LIMITED,19-B/13ELGIN ROAD ALLAHABAD UTTAR PRADESH UP 211001 IN,7703004100,shelgroup9935@gmail.com,http://www.shelgc.com/,Company
889,UPRERAPRM20492,G.G. HOUSING DEVELOPERS PRIVATE LIMITED,"36/1680, NAI WALA KAROL BAGH NEW DELHI",9761865070,gghousing001@gmail.com,,Company
890,UPRERAPRM20502,SANFRAN DEVELOPER PRIVATE LIMITED,"A-73, Third Floor, Sector- 2 Noida, Gautam Buddha Nagar U.P. 201301 INDIA",7607194626,info@sanfrangroup.com,http://www.sanfrangroup.com/,Company
891,UPRERAPRM20512,SHRI SAI REAL INFRA PRIVATE LIMITED,"3/608,Vastu Khand Gomti Nagar Lucknow UP 226010 IN",7905487636,shrisaiprivate@yahoo.com,,Company
892,UPRERAPRM20513,GG DREAMS COTAGE PRIVATE LIMITED,36/1680 NAI WALA KAROL BAGH NEW DELHI,9761865070,ankitgarg05@gmail.com,,Company
893,UPRERAPRM20570,SHREE RHA BUILDERS AND DEVELOPERS,21 A SADAR CHOWK BAZAR MEERUT UP 250001,9837028070,Rajbhardwajmeerut@gmail.com,,Partnership Firm
894,UPRERAPRM206286,ARIA BUILDCON PRIVATE LIMITED,"4/316, Baluganj, Dhobi Mohl. Agra Agra Uttar Pradesh- 282001",8802217181,vijaysharmavssct@gmail.com,http://vsw.co.in/,Company
895,UPRERAPRM20646,HAPPY HOMES DEVELOPERS & BUILDERS,HAPPY HOMES DEVELOPERS & BUILDERS 2ND FLOOR SARAFA COMPLEX SARAFA BAZAR- ALIGARH-202001,7838591767,varshneycolonizers@yahoo.in,https://www.up-rera.in/www.shekhartherealstate.com,Partnership Firm
896,UPRERAPRM206951,Themecounty Private Limited,"Registered Office - First Floor, A-39, Sector -63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh, PIN-201301 Corporate Office - First Floor, A-39, Sector -63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh, PIN-201301",9891321227,rera5@countygroup.in,https://www.countygroup.in/,Company
897,UPRERAPRM207274,VASUDEVAM DEVELOPERS,"Q1 Kunj Bihar Colony South City Ext, Shahjahanpur",9648901350,vasudevam2022@gmail.com,http://www.southcityextensiongroup.com/,Partnership Firm
898,UPRERAPRM207618,VRINDA HOMES PRIVATE LIMITED,"H.No-373, Gali No-4, RS Block, Jharkhandi Road, Bholanath Nagar, Shahdara East Delhi DL 110032 IN",9811551258,Info@vrindagroup.in,http://www.vrindagroup.in/,Company
899,UPRERAPRM20769,SAMRAT COLONIZERS & DEVELOPERS,"SHREE SHREE TOWER C3/78, VIBHUTI KHAND GOMTI NAGAR, LUCKNOW-226010",9839771111,samratgroup78@gmail.com,https://www.up-rera.in/WWW.SAMRATGROUP78@GMAIL.COM,Partnership Firm
900,UPRERAPRM207757,M S MENTHOL PRIVATE LIMITED,"51, Bisauli Gate, Chandausi- 202412",9837070633,msmenthol2014@gmail.com,http://www.msmenthol.com/,Company
901,UPRERAPRM20809,GODSEND DEVELOPERS PRIVATE LIMITED,"C-2, ADARSH NAGAR, MEERUT",9045975056,GODSENDDEVELOPERS@GMAIL.COM,,Company
902,UPRERAPRM208123,NIRALA WORLD RESIDENCY PRIVATE LIMITED,"H-61, 1st Floor, Sector-63, Noida-201301, Uttar Pradesh",9811247523,niralatriorera@niralaworld.com,https://www.niralaworld.com/,Company
903,UPRERAPRM20828,VANASTHALIGREEN HOUSING PVT.LTD. (Formerly MEENAKSHISARAN DEVELOPERS PRIVATE LIMITED),"1/543 VARDAAN KHAND GOMTI NAGAR EXTENSION, LUCKNOW",7239000078,vanasthaligroup00@gmail.com,http://www.vanasthaligroup.com/,Company
904,UPRERAPRM208389,DHRUV NARAIN MEHRA,"55- PULL KAZI, SARAFA BAZAR, SAHUKARA BAREILLY",9837071236,gauravmehra2677@gmail.com,http://narayanvrindavan.com/,Individual
905,UPRERAPRM20861,GANGOTRI INFRAREALITY PRIVATE LIMITED,"2/212 VIKAS KHAND GOMTI NAGAR LUCKNOW,226010",8601178000,ashishreality17@gmail.com,https://www.up-rera.in/Http/www.gangotrigroup.com,Company
906,UPRERAPRM20865,RANGJEE BUILDWELL PRIVATE LIMITED,"Near Syndicate Bank Colony Nirbhay Nagar, Sikandra Agra UP 282007 INDIA",9368171761,rangjeebuildwell@gmail.com,,Company
907,UPRERAPRM20881,HEFTY BUILDTECH PRIVATE LIMITED,"18, SAKET, CIVIL LINES, MEERUT 250001",9358401690,SHAKUNYADAV50@GMAIL.COM,,Company
908,UPRERAPRM20895,REWARDING REALTECH PRIVATE LIMITED,"FLAT NO 48 BLOCK-2 RAJSHREE APPARTMENTS, SIDGHIRI BAGH, VARANASI",8874442444,shorewala.pankaj@gmail.com,,Company
909,UPRERAPRM209664,Shiva Enterprises,"37, Chippi Tank, Meerut City",9027440861,somdutt.enclave@gmail.com,http://www.somduttenclave.in/,Partnership Firm
910,UPRERAPRM20974,Ayaan Constructions,"93A-, Dalibagh, Lucknow",9839178444,ayaanconstructions1@gmail.com,,Partnership Firm
911,UPRERAPRM209794,NARENA INFRA PRIVATE LIMITED,"Plot No. C-4/65, Sector-4, Gomti Nagar Extension, Lucknow",7275555106,narenainfra@gmail.com,http://rohitgroup.org/,Company
912,UPRERAPRM209953,Vikasvihar Developers and Construction Private Limited,"PLOT No- 5/224, SECTOR -5, GOMTI NAGAR VISTAR YOJNA, LUCKNOW, UP 226010",9984695493,info.vikasvihar@gmail.com,https://vikasvihar.in/,Company
913,UPRERAPRM21,ELDECO Housing and Industries Ltd.,"Second floor Eldeco Corporate Chamber-1 Vibhuti Khand opp.- Mandi Parishad, Gomti Nagar, Lucknow PIN",9670222298,ehil@eldecohousing.co.in,https://www.up-rera.in/www.eldecogroup.com,Company
914,UPRERAPRM210058,Jai Shree Shyam Infratech,"F-304, Sarang Residency, 29, Old Vijay Nagar Colony, Agra",9837654004,JSSINFRAAGRA@GMAIL.COM,http://www.jssinfra.com/,Partnership Firm
915,UPRERAPRM210228,ADHAR INFRA HOMES,H.No.97/98A Residency Gardens Stadium Road Bareilly(UP) 243001,9897217444,kingsavenue50@gmail.com,https://www.kingavenue.in/,Partnership Firm
916,UPRERAPRM21043,ELA INFRA STRUCTURES PVT LTD,"N1/66A,1K SAMNEGHAT,LANKA,VARANASI,221005",9335339494,elainfrastructures@gmail.com,https://www.elainfra.com/,Company
917,UPRERAPRM210893,Gulshan Developers Private Limited,"FLAT NO.-7, 3 FLOOR, PLOT NO.-4, DAYANAND VIHAR, EAST DELHI, DELHI- 110092",9582255195,gulshan.corp@gulshangroup.com,https://www.gulshanhomz.com/,Company
918,UPRERAPRM2109,D.S. INFRAHEIGHTS PRIVATE LIMITED,"405-406,ELDECO CORPORATE TOWER,VIBHUTI KHAND,GOMTINAGAR,LUCKNOW-226010",7081109839,prasoon.shukla@urbanaxis.in,https://www.up-rera.in/www.urbanaxis.in,Company
919,UPRERAPRM2112,SNOWWHITE INFRASTRUCTURE PRIVATE LIMITED,"Infinity, Plot A-2, Block GP, Sector-5, Salt Lake Electronics Complex, Kolkata-700091",7251986749,anand@krishnabhumi.in,https://www.up-rera.in/www.krishnabhumi.in,Company
920,UPRERAPRM21135,GOEL BUILDERS,"PLOT NO.22, SEMRA, CHINHAT, FAIZABAD ROAD, OPP. BBD.ENGG.COLLEGE, LUCKNOW",9936364503,crownmall2019@gmail.com,,Partnership Firm
921,UPRERAPRM2123,Newtech La Palacia Private Limited,"M/s Newtech La Palacia Private Limited Unit-219, SF, Vasundhara Enclave, Plot No. 1, Vardhman Sunrise Plaza LSC, Delhi - 110096",9910584441,info@newtechgroup.co,https://www.up-rera.in/www.newtechgroup.co,Company
922,UPRERAPRM21237,ADITYA REALITY,4TH FLOOR SAUBHGAYA APARTMENT VIKAS NAGAR LUCKNOW,8787206875,adityarealitygreens@gmail.com,,Partnership Firm
923,UPRERAPRM212731,KRISHNA BUILDZONE LLP,"F-2, 1ST FLOOR, BLOCK NO. E-13/6, RAMAN TOWER, SANJAY PLACE, AGRA - 282002",8979699333,krishnabuildzone@gmail.com,http://krishnabuildzone.com/,Partnership Firm
924,UPRERAPRM212801,RAMPRASTHA REAL ESTATE PRIVATE LIMITED,"D-194, BASEMENT, GATE-1 (FRONT SIDE) OKHLA INDUSTRIAL AREA PHASE 1, NEW DELHI - 110020",9999849825,nitesh.rrepl@gmail.com,http://www.rrepl.com/,Company
925,UPRERAPRM212853,WEST WAY REALTY LLP,"GH-3, VAIBHAV KHAND, SHIPRA SUNCITY, GHAZIABAD, U.P.-201014",7827882048,CONTACT@CENTRALMARKETNOIDA.COM,https://centralmarketnoida.com/,Partnership Firm
926,UPRERAPRM2136,Pioneer eServe Private Limited,"503-504, 5th FLOOR, PADMA PLACE, 86, NEHRU PLACE, NEW DELHI - 110019",7982145264,basant.kumar@bpopioneers.com,http://kljdevelopers.com/,Company
927,UPRERAPRM214134,Saya Cementation Limited,"B-7/45, IIND Floor, Safdarjung Enclave Extention Delhi-110029",9711619378,scl@sayahomes.in,https://www.sayahomes.com/,Company
928,UPRERAPRM214449,ALIGARH DEVELOPMENT AUTHORITY,"Office of A.D.A , Avantika phase 1, Ramghat road, Aligarh",8449708903,adaaligarh1981@gmail.com,http://adaaligarh.in/,Competent authority
929,UPRERAPRM21449,Aligarh development Authority,Ramghat Road Aligarh,8449708991,ada1981@rediffmail.com,https://www.up-rera.in/www.adaaligarh.in,Competent authority
930,UPRERAPRM21450,H A S DEVELOPERS,"329, W K ROAD, CHIPPI TANK, MEERUT -250002",9837007905,harsh.vardhan21@yahoo.com,,Partnership Firm
931,UPRERAPRM21456,HARI OM SAHAKARI AWAS SAMITI LIMITED MEERUT,"795 ROORKEE ROAD, ROSHAN PUR DAURALI MEERUT 250001",9359750217,MEERUTHARIOM@GMAIL.COM,,Societies
932,UPRERAPRM21459,DHAIRYA INFRATECH PRIVATE LIMITED,"N-9/38-R-1, Sant Gopal Nagar Patia, Varanasi - 221010, UP",7570001931,DHAIRYAAC@GMAIL.COM,http://www.dhairyainfratech.co.in/,Company
933,UPRERAPRM21465,RSS GREENLAND DEVELOPERS PRIVATE LIMITED,"508 ELDECO CORPORATE TOWER, VIBHUTI KHAND, GOMTI NAGAR, LUCKNOW",9517139943,rssgreenland@gmail.com,,Company
934,UPRERAPRM21473,HOME HEIGHT REAL ESTATE PRIVATE LIMITED (OPC),"3/544, VASTU KHAND, GOMTI NAGAR, LUCKNOW.",7860435653,vsassociatesy2k@gmail.com,,Company
935,UPRERAPRM21475,jaivaibhavi infraprojects pvt. ltd.,"402, 3RD FLOOR, VASUNDHARA SOC., MEHMOORGANJ, VARANASI, U.P.",9936013388,jaivaibhaviinfraprojects@gmail.com,,Company
