Sr No,Project Name,Promoter Name,Address,Project Type,Email,Phone,Approval ID,City,Start Date,End Date,Remarks
1796,EWS-51,AHMEDABAD MUNICIPAL CORPORATION,"Sardar Patel Bhavan, Danapith, Ahmedabad Ahmedabad 380001",Residential/Group Housing,addcehp@ahmedabadcity.gov.in,9327038855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA08614/140621,Ahmedabad,14-06-2021,31-03-2022,NA
1797,Kaveri Soham Vistara,S S Reality,"A, Shridhar Corporate House, Nr kaveri Sangam, Shilaj Circle S P Ring Road , Shilaj Ahmedabad 380059",Mixed Development,vivantassreality@gmail.com,9825125156,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04832/130219,Ahmedabad,13-02-2019,30-06-2022,NA
1798,Rajul,LILAMANI INFRA,"203, Shashwat Complex, Opp. HDFC House, Nr. Mithakhali Six Road, Navrangpura Ahmedabad 380009",Residential/Group Housing,lilamaniinfra@gmail.com,9327796737,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05001/A1R/300920,Ahmedabad,07-03-2019,30-06-2023,NA
1799,NAND VATIKA,BHUMI DEVELOPERS,"NAND VATIKA, REVENUE SURVEY NO. 761/1+2/2, NR. MEVADA GREEN PARTY PLOT, NR. SHREE RAM CHOWK, NEW NARODA, Ahmedabad 382330",Mixed Development,bhumidevelopers2017@gmail.com,9909003701,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05079/180319,Ahmedabad,18-03-2019,30-09-2025,NA
1800,ORCHID LEGACY,GOYAL SAFAL DEVELOPERS,"10TH FLOOR,COMMERCE HOUSE-IV,100 FT ROAD BESIDE SHELL PETROL PUMP,PRAHLADNAGAR Ahmedabad 380015",Residential/Group Housing,orchidlegacy.rera@gmail.com,8980013923,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06468/131219,Ahmedabad,13-12-2019,30-06-2024,NA
1801,TIMES CORPORATE PARK,SHREENATHJI BUILDCON,"TP 37, F.P. 16/17, SURVEY NO. 245/246, THALTEJ SHILAJ ROAD, Ahmedabad 380059",Commercial,shreenathjibuildcon04@gmail.com,9898288504,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05451/A1C/100220,Ahmedabad,16-05-2019,30-09-2022,NA
1802,SHREEJI HEIGHTS,TIRUPATI ASSOCIATES,FF/15 SAWGAT COMPLEX OPP. PETROL PUMP RAMBAG MANINAGAR AHMEDABAD Ahmedabad 380008,Mixed Development,tirupatiassociates15@gmail.com,9276104065,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05047/140319,Ahmedabad,14-03-2019,30-03-2022,NA
1803,PRATISHTHA SKY,SHREE ENTERPRISE,"PRATISHTHA SKY, B/H. ASHIRWAD AVENUE, NR. HARIDARSHAN CHAR RASTA, NARODA Ahmedabad 382330",Mixed Development,pratishthasky2018@gmail.com,9879693922,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05103/200319,Ahmedabad,20-03-2019,30-06-2025,NA
1804,TIRUPATI SKY,TIRUPATI CONSTRUCTION,SHRI ELLORA TIMBER MART NEAR ITI NARODA KUBERNAGAR AHMEDABAD Ahmedabad 382340,Residential/Group Housing,tirupaticonstruction70@gmail.com,9428607624,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13988/120824/311227,Ahmedabad,12-08-2024,31-12-2027,NA
1805,MADHURAM RESIDENCY,JAYESHKUMAR CHANDULAL PATEL PROPRIETOR OF MEGH BUILDCON,"4, MADHURAM RESIDENCY 100 FEET, HEBATPUR ROAD, THALTEJ Ahmedabad 380059",Residential/Group Housing,jcpatel1910@yahoo.com,9898348981,PR/GJ/AHMEDABAD/VIRAMGAM/Others/RAA06464/131219,Ahmedabad,13-12-2019,30-06-2026,NA
1806,TAPASVI FLORA,ADITYA DEVELOPERS,"13, Ratnaraj Residency, Nr. Andhra Bank,New Maninagar, Ramol, Ahmedabad 382449",Residential/Group Housing,bhadreshprajapati5871@gmail.com,9909919034,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05021/120319,Ahmedabad,12-03-2019,30-05-2024,NA
1807,HARIKRISHNA HABITATION,HARIKRISHNA DEVELOPER,"719, KADVA PATEL BAUG, CHANDKHEDA GAM SABARMATI, AHEMDABAD, AHMEDABAD CITY- 382424 Ahmedabad 382424",Residential/Group Housing,harikrishnadeveloper6@gmail.com,9726297717,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04856/EX1/230821,Ahmedabad,16-02-2019,30-06-2021,31-03-2022
1808,Satyam Skyline - II,SATYAM DEVELOPERS LIMITED,"Satyam House, B/H Rajpath Club Opp. Vaibhav Gokul Bungalow, S.G. Highway, Bodakdev, Ahmedabad Ahmedabad 380059",Residential/Group Housing,skyline@satyamdevelopers.com,9909983009,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04795/EX2/141024/290625,Ahmedabad,06-02-2019,30-06-2023,29-06-2025
1809,ANMOL RESIDENCY,GAURAV PATEL (PROP. PARV BUILDCON),13 Nisarg Bunglows New Ranip Digvijaynagar Ahmedabad Ahmedabad 382470,Residential/Group Housing,parvbuildcon01@gmail.com,9712973939,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05273/120419,Ahmedabad,12-04-2019,31-03-2020,NA
1810,Amber 3,Ghoghari Shafimohammad Noormohammad Prof of Ghoghari Developers,"79 prachina Society, Opp Javed Park , Juhapura Ahmedabad 380055",Mixed Development,amber3rera@gmail.com,9327007356,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04983/070319,Ahmedabad,07-03-2019,30-06-2024,NA
1811,R M ARCADE,GHANSHYAM DEVELOPERS,"B-14, SHANTIDAYAL APARTMENTS, NEAR VISHRAM NAGAR NEAR H.B. KAPADIYA SCHOOL, GURUKUL, MEMNAGAR Ahmedabad 380008",Commercial,rmarcade2018@gmail.com,9879006030,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA05178/EX1/250624/290624,Ahmedabad,30-03-2019,30-06-2023,29-06-2024
1812,ISHVAR ICON,ISHVAR DEVELOPERS,"Survey No. 263, Near Haveli, Opp. Sunrise Park Nikol, Asarwa, Ahmedabad-382350 Ahmedabad 382350",Mixed Development,ishvaricon@gmail.com,9428123222,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05038/130319,Ahmedabad,13-03-2019,30-12-2022,NA
1813,TRIPAD FLAT,HIRADHAN BUILDERS,"113, SECTOR 4 NIRNAY NAGAR, CHANDLODIA Ahmedabad 382481",Residential/Group Housing,bhavin.ajagiya38@gmail.com,9825460612,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05278/150419,Ahmedabad,15-04-2019,30-06-2021,NA
1814,APOORVAM,ALAY INFRA LLP,"401,4TH FLOOR, SUR MOUNT BUILDING, NR. VASUPUIYA BUNGLOWS OPP.ISCON TEMPLE, S.G.HIGHWAY, AHMEDABAD GUJRAT , INDIA Ahmedabad 380054",Mixed Development,apoorvam2019@gmail.com,9825504320,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05012/110319,Ahmedabad,11-03-2019,31-07-2024,NA
1815,MONEY PLANT BUSINESS HUB,MONEY PLANT BUSINESS HUB,"205, SHANTI ARCADE, OPP. JAYMANGAL BRTS BUS STOP, NARANPURA, AHMEDABAD Ahmedabad 380013",Commercial,contactmpbh@gmail.com,9998716970,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05028/120319,Ahmedabad,12-03-2019,30-06-2024,NA
1816,KGN HEIGHTS,KGN HEIGHTS,"242, OPP. AL REHAN FLAT, NEAR MUNISIPALITY SCHOOL, DANILIMDA Ahmedabad 380028",Mixed Development,kgnheights@yahoo.com,9824075333,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05471/180519,Ahmedabad,18-05-2019,01-08-2021,NA
1817,KSHAMA CO. OP. HOUSING SOC. LTD,ANTHEM INFRAMINDS-KSHAMA,"09-11, SATYAMEV-I, OPP. GUJARAT HIGH COURT, S.G.HIGHWAY,AHMEDABAD, 380061 Ahmedabad 380061",Residential/Group Housing,rashmin1410anthem@gmail.com,9824504011,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05713/150719,Ahmedabad,15-07-2019,30-09-2022,NA
1818,ATHENA AVENUE,UMA INFRACON,"18-19,NILGRI APPARTMENT, SOLA BHAGWAT, SOLA, Ahmedabad Ahmedabad 380060",Commercial,umagroupofcompany@gmail.com,9825212920,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05281/150419,Ahmedabad,15-04-2019,30-06-2022,NA
1819,GAJANAN INDUSTRIAL HUB 2,AKASH CORPORATION,"Opp Ramvadi Way Brigh ,B/h Matrix Plaza ,Vinzol Patiya , Jasoda To Hathijan Sp Ring Road circle Road , Vatva GIDC , Vinzol Ahmedabad 382445",Commercial,gajananindutrialhub2@gmail.com,9825284632,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05544/120619,Ahmedabad,12-06-2019,30-06-2026,NA
1820,SWAYAM RESIDENCY,SPACE DEVELOPERS,501 GURUKRUPA AVENUE MANEKBAUG HALL AMBAWADI AHEMDABAD Ahmedabad 380015,Residential/Group Housing,spacebuild@yahoo.com,9824016120,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06176/151019,Ahmedabad,15-10-2019,22-01-2023,NA
1821,Shilaj Residency,Navrang Co-op. Housing Society Limited,"Shilaj Residency, Opp. Madhuvan Bungalows Kalhar Bungalows Road, Shilaj, Ahmedabad - 380058 Ahmedabad 380058",Residential/Group Housing,navrangsociety2019@gmail.com,9924200980,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA07453/110920,Ahmedabad,11-09-2020,31-10-2020,NA
1822,AARON SPECTRA,AARON DEVELOPERS,"301, ASIAN SQUARE, NEAR ARMEIDA, SINDHU BHAVAN ROAD, BODEKDEV Ahmedabad 380054",Commercial,nikunj@aaroninfra.com,9825802504,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04929/A1C/271219,Ahmedabad,26-02-2019,30-12-2022,NA
1823,BHAGIRATH SOUTH PARK,SOUTH PARK INC,"108, BHAGIRATH ICON NAROL - ASLALI HIGHWAY, AHMEDABAD - 382405. Ahmedabad 382405",Residential/Group Housing,siddharth@bhagirathgroup.com,9327270700,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04995/070319,Ahmedabad,07-03-2019,30-06-2022,NA
1824,DAKSH RESIDENCY,MAHAVIR DEVELOPERS,"4 Samay Bunglows ,Nr Uma Vidhyalay Nikol Ahmedabad 382350",Residential/Group Housing,dakshresidencynikol@gmail.com,9925605100,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05288/180419,Ahmedabad,18-04-2019,30-06-2024,NA
1825,OMKAR ESTATE,Omkar Developers,"203, MAHADEV COMMERCIAL COMPLEX c.t.m, RAMOL ROAD Ahmedabad 382449",Commercial,omkarestaterera@gmail.com,9825077242,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA07211/210620,Ahmedabad,21-06-2020,30-09-2022,NA
1826,CENTRAL BY SANGATH IPL,SANGATH INFRASTRUCTURES PRIVATE LIMITED,"7, Madhupuri Appartment, Kabir Chowk, Jainnagar, Sabarmati, Ahmedabad 380005",Commercial,sangathsmartlifei@gmail.com,9825329036,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05399/EX1/A1C/311221,Ahmedabad,08-05-2019,30-04-2021,28-04-2022
1827,Suvan Business Park,SHAYONA LAND CORPORATION,101 OM SHAYONA ARCADE NEAR SILVER OAK UNIVERSITY GOTA Ahmedabad 382481,Commercial,rajnikant@shayona.co.in,9825096722,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA11044/171222,Ahmedabad,17-12-2022,01-12-2025,NA
1828,VRUNDAVAN RESIDENCY,VRAJ BUILDCON,"Shop No.6, Nandvan Park, Nr. Ratanba School Thakkarbapa nagar, Ahmedabad Ahmedabad 382350",Mixed Development,vrajbuildv112@gmail.com,9974374399,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05125/220319,Ahmedabad,22-03-2019,30-06-2023,NA
1829,SHAGUN 36,SHREE AAGAMAN DEVELOPERS,"08, SARITA BUNGLOWS PART-2,OPP VISAT PETROL PUMP MOTERA, SABARMATI Ahmedabad 380005",Residential/Group Housing,shagun36.2019@gmail.com,9824542345,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05011/110319,Ahmedabad,11-03-2019,30-06-2024,NA
1830,Shivalik LakeView 2,Bhikhubhai Infrastructures LLP,"B/s Satellite police Station , Satellite , Ahmedabad satellite Ahmedabad 380015",Residential/Group Housing,pravin.nakrani@shivalikgroup.com,9099040604,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA05694/110719,Ahmedabad,11-07-2019,30-03-2022,NA
1831,SHARNAM RESIDENCY,SHREEJI INFRA,SURVEY NO 42/1 FP 85/2 TPS 111 NR S P RING ROAD NIKOL AHMEDABAD Ahmedabad 382350,Residential/Group Housing,shreejisharanam@gmail.com,9925245699,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05793/250719,Ahmedabad,25-07-2019,30-03-2023,NA
1832,RADHE ENCLAVE,SIDDHI BUILDCON,"Radhe Enclave,Opp. OmMangalya Bungalows,Vatva Vatva Ahmedabad 382350",Mixed Development,radheenclave@gmail.com,9924200980,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05235/090419,Ahmedabad,09-04-2019,30-06-2025,NA
1833,Shivam Avenue,PNHP BUILDCON,"R2, Sharda Society Nr GEB Kalikund Dholka Road, Kalikund, Dholka Ahmedabad 382225",Mixed Development,pnhpbuildcon@gmail.com,9824090484,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/MAA05687/EX1/181221,Ahmedabad,10-07-2019,30-09-2021,31-03-2022
1834,Aryaman Heights Phase 2,ARYAMAN CONSTRUCTION COMPANY,HP House Opp. Town Hall Ellisbridge Ahmedabad Ahmedabad 380006,Mixed Development,aryamanheightsphase2@gmail.com,9725054020,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA06532/301219,Ahmedabad,30-12-2019,30-09-2023,NA
1835,AKRITI OPULENCE,Darshansinh Popatsinh Vaghela (SOLE PROPRIETOR OF SIDDHIPRIYA INFRASPACE),"PLOT NO. - 02, SHIVALIKA SOCIETY, B/H, KABIR ENCLAVE BOPAL, GHUMA, AHMEDABAD, GUJARAT Ahmedabad 380058",Residential/Group Housing,siddhipriyainfraspace@gmail.com,9825232666,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA07205/EX1/040222,Ahmedabad,21-06-2020,30-11-2021,30-05-2022
1836,PUSHKAR GREEN,SNEH INFRA,"B-51, JALDHARA SOCIETY, NR. PARAS NAGAR BUS STOP, ISANPUR Ahmedabad 382443",Residential/Group Housing,snehinfra18@gmail.com,9825778830,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05120/EX1/051219,Ahmedabad,22-03-2019,31-12-2021,31-12-2022
1837,KRISHNA BUSINESS HUB,KESHAV DEVELOPERS,"3/25A, GAYATRIBHUVAN, BALIAVAS, AMRAIWADI, HATKESHWAR, AHMEDABAD Ahmedabad 380026",Commercial,krishnabusinesshubvinzol@gmail.com,9909992029,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05252/110419,Ahmedabad,11-04-2019,30-06-2025,NA
1838,Neelkanth Heights - 2,NEEV DEVELOPERS,"C1, AARTI SOCIETY, B/H DEENABANK, GOVINDWADI, ISANPUR, Ahmedabad 382443",Mixed Development,neevdevelopers2018@gmail.com,9033815256,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05381/A1M/160121,Ahmedabad,04-05-2019,30-06-2024,NA
1839,MAJESTIC,D & C MAJESTIC PLAZA LLP,"505, 5th Floor, Kairos, Near Manav Mandir Drive-in road, Memnagar, Ahmedabad Ahmedabad 380052",Commercial,majestic17418@gmail.com,9898770005,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05182/010419,Ahmedabad,01-04-2019,30-06-2024,NA
1840,Central Square,Hir Corporation,47/ SHREENATH BUNGLOWS CHANDKHEDA Ahmedabad 382424,Commercial,hircorporation88@gmail.com,9925222855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05197/020419,Ahmedabad,02-04-2019,30-12-2021,NA
1841,ANMOL AMBIENCE,ANMOL CONSTRUCTION COMPANY,"4TH FLOOR ANMOL BUSINESS CENTRE, NR NAVARANG CIRCLE, NAVARANGPURA Ahmedabad 380009",Residential/Group Housing,anmolambience@gmail.com,9825023255,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05174/A1R/150619,Ahmedabad,30-03-2019,30-12-2022,NA
1842,SUDARSHAN SARAL,S S CORPORATION,SURVEY NO.55/2 T.P.SCHEME NO.56 F.P.NO.27 AT SOLA GHATLODIYA Ahmedabad 380060,Residential/Group Housing,sudarshansaral2018@gmail.com,9427020189,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05244/A1R/100820,Ahmedabad,10-04-2019,30-10-2021,NA
1843,KABIR ESTATE,SHREE SHYAM BUILDCON,"KABIR ESTATE, BLOCK NO 223, TP NO. 243, FP NO 56, B/H. FORTUNE NORTH ESTATE, NR. NANA CHILODA, VILLAGE MUTHIYA, Ahmedabad 382330",Commercial,dharam0816@gmail.com,7990449788,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05227/050419,Ahmedabad,05-04-2019,30-06-2026,NA
1844,Shlok Avenue,Uma Sadhi Realty,"Maji Sarpanch No Bunglow, Opp. Mani Prabhu School, IOC Road, Chandkheda, Ahmedabad 382424",Mixed Development,umasadhi410@gmail.com,9638621271,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05627/290619,Ahmedabad,29-06-2019,30-09-2022,NA
1845,MADHUVAN 16,MADHUVAN BUILDCON,"19, SANGATHAN SOC, DRIVE-IN CINEMA ROAD, NR SUNRISE PARK , MEMNAGAR , AHMEDABAD Ahmedabad 380054",Residential/Group Housing,madhuvanrera@gmail.com,9879317160,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06100/EX1/261121,Ahmedabad,24-09-2019,30-09-2021,30-06-2022
1846,SWARA SAPPHIRE,SWARA INFRASTRUCTURE,"104, TRISHLA HOMES NR. THALTEJ FIRE STATION, HEBATPUR Ahmedabad 380059",Residential/Group Housing,kartik@swaragroup.in,9824672700,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05043/140319,Ahmedabad,14-03-2019,30-09-2021,NA
1847,Shantim,Shikhar Infra,"12/A, Hariom Villa, Nr. Iscon Flower, Ghuma, Ahmedabad 380058",Mixed Development,shikharinfra@yahoo.com,9825033454,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05199/040419,Ahmedabad,04-04-2019,30-06-2023,NA
1848,ROYAL HEIGHTS,SHILP DEVELOPERS,"45, Sarthi Bunglows, Vibhag-III Surdhara Circle, Thaltej, Ahmedabad Ahmedabad 380059",Mixed Development,royalheightsgota@gmail.com,9898093920,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/MAA05747/A1M/EX1/230622,Ahmedabad,19-07-2019,31-07-2022,31-07-2023
1849,HIGHLAND RESIDENCY,SIDDHESHWAR DEVELOPERS,"4, GANGOTRI BUNGLOWS NR RASPAN PARTY PLOT, NIKOL Ahmedabad 382350",Residential/Group Housing,highlandresidency.rera@gmail.com,9978126227,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05162/290319,Ahmedabad,29-03-2019,26-06-2023,NA
1850,NAVMANGAL FLAT,Vasupujya,"206, Dwarkesh Building, Nr. Hotel Klassic Gold Off C G Road, Navrangpura Ahmedabad 380009",Residential/Group Housing,shahsamip@hotmail.com,9427418805,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05041/140319,Ahmedabad,14-03-2019,21-06-2022,NA
1851,ARIHANT AURA,Suvidhi Projects LLP,"405,406, Santorini Square, Opp. Star Bazar B/s. Abhishree Complex, Prernatirth Dehrasar Road, Satellite, Ahmedabad 380015",Residential/Group Housing,suvidhiprojects@gmail.com,9898076105,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05336/A1R/EX1/170921,Ahmedabad,26-04-2019,30-06-2021,30-06-2022
1852,DEV HOME TOWN 4,GAJANAN INFRAVENTURES,"322-TF, BINALI COMPLEX, OPP. TORRENT POWER OFFICE, AEC CROSS ROAD, AHMEDABAD Ahmedabad 380013",Mixed Development,gajananinfraventures@gmail.com,9724000447,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05212/EX1/220724/290625,Ahmedabad,05-04-2019,30-06-2024,29-06-2025
1853,JALDEEP RESIDENCY,SHREEJI DEVELOPERS,"26 VIVEKNAGAR SOCIETY, NR RENCHHODJI TEMPLE AMRAIWADI, AHMEDABAD Ahmedabad 380026",Residential/Group Housing,shreejidevelopers1126@gmail.com,9898555525,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05762/200719,Ahmedabad,20-07-2019,30-06-2022,NA
1854,AAMENA PALACE,NEW YUSHRA DEVELOPERS,SURVEY NO 597/50/1 TP 85 NR MAAD TOWER OPP AMBAR TOWER SARKHEJ ROAD AHMEDABAD Ahmedabad 380055,Residential/Group Housing,aamenapalace2019@gmail.com,9925451000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05327/250419,Ahmedabad,25-04-2019,30-06-2026,NA
1855,FORTUNE RHYTHM,KALP BUILDCON,SHOP NO 5 SHREENATH HEIGHTS NR MACHALI CIRCLE KATHAWADA ROAD NARODA Ahmedabad 382330,Mixed Development,jalpeshrimpal@gmail.com,9898003891,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05827/030819,Ahmedabad,03-08-2019,30-09-2022,NA
1856,PRATISHTHA HILLS,SHREEJI ENTERPRISE,"OPP. SHYAM KUTIR BUNGLOWS, NARODA - DAHEGAM ROAD, HANSPURA, Ahmedabad 382330",Mixed Development,pratishthahills2018@gmail.com,9879693922,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05828/030819,Ahmedabad,03-08-2019,30-06-2023,NA
1857,TRINITY PLAZA,TRINITY PLAZA,LG 1 AND 2 SHEFALI CENTRE PALDI CROSS ROADS AHMEDABAD Ahmedabad 380007,Commercial,dhruti@gkcco.com,9824095244,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05306/EX2/030521,Ahmedabad,22-04-2019,31-03-2020,30-09-2021
1858,SANGATH PALACE,Manpasand Organiser,"22, Friends Society, Jawahar Chowk, Sabarmati, Ahmedabad Ahmedabad 380005",Residential/Group Housing,sangathpalace@gmail.com,9909034487,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05446/EX1/060724/291224,Ahmedabad,16-05-2019,30-12-2023,29-12-2024
1859,TANISHK ENCLAVE,LHP INFRASTRUCTURE PRIVATE LIMITED,22 DHARMNAGAR SOCIETY CO OP HO SOC LTD OPP SABARMATI RAILWAY STATION AHMADABAD Ahmedabad 380005,Residential/Group Housing,lhpinfrastructure@gmail.com,9375351524,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04848/A1R/EX1/060424/290624,Ahmedabad,14-02-2019,30-06-2023,29-06-2024
1860,SWASTIK EMINENCE,SWASTIK EMINENCE DEVELOPERS,C-201 DHANANJAY TOWERS SATELLITE Ahmedabad 380015,Mixed Development,swastikeminence@gmail.com,9737074200,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05180/EX2/260722,Ahmedabad,30-03-2019,28-02-2022,30-09-2022
1861,AMBER HEIGHTS,D V INFRASTRUCTURE,"667, DEVI MATA NU MANDIR, NR. SMASHAN GRUH ON CANAL ROAD, VATVA, AHMEDABAD Ahmedabad 382440",Mixed Development,info.dvinfrastructure@gmail.com,9328784647,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05404/080519,Ahmedabad,08-05-2019,30-06-2024,NA
1862,DEV AURAM EXOTICA,Dev Auram Corp,"Shop No-103, Dev Auram, opp Shradhha Heroshow Room B/h Vrindavan Heights, Nr vandematram Cross Road, Gota Ahmedabad 382470",Mixed Development,devauramcorp@gmail.com,9925222855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05313/250419,Ahmedabad,25-04-2019,30-10-2023,NA
1863,VENUS SKY,VENUS INFRASTRUCTURE,"25,0,ETIHAS RESIDENCY,NR.PUSHKAR BUNGLOWS NIKOL,AHMEDABAD CITY,AHMEDABAD Ahmedabad 382350",Residential/Group Housing,venuseminencerera@gmail.com,8866544153,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA05292/180419,Ahmedabad,18-04-2019,30-06-2024,NA
1864,DEV GANESH APARTMENTS,DEVAM INFRA EDGE,"6, VAIBHAV BUNGLOW NR GANESH DWAR BUNGLOW, CHENPUR Ahmedabad 382470",Mixed Development,devaminfra605@gmail.com,9825083323,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05364/010519,Ahmedabad,01-05-2019,30-12-2021,NA
1865,OM SKY,MBA DEVELOPERS PRIVATE LIMITED,"102, SAFALYA ELEGANCE,SUB PLOT- 728 NEAR SHAKTI ARCADE, SCIENCE CITY, SOLA Ahmedabad 380060",Mixed Development,mbadeveloperspvtltd2022@gmail.com,9825373971,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05343/290419,Ahmedabad,29-04-2019,30-06-2026,NA
1866,GRAND EMPORIO,DEVKUNJ DEVELOPER,"84,Mukhivas Motera, Sabarmati Ahmedabad Ahmedabad 380005",Commercial,grandemporioahmedabad@gmail.com,9925152657,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05257/A1C/150622,Ahmedabad,11-04-2019,30-06-2023,NA
1867,SUVAS SCALA,SHIVAM BUILDCON,"SUVAS SCALA, OPP. NIKOL POLICE STATION, NR. GANGOTRI CIRCLE, NIKOL, Ahmedabad 382350",Commercial,suvasscala2019@gmail.com,7600999990,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA06021/110919,Ahmedabad,11-09-2019,01-01-2025,NA
1868,PRAHLADNAGAR TRADE CENTRE,RASHMI INFRACON,"722-723 SHILP EPITOME, RAJPATH RANGOLI ROAD Ahmedabad 380054",Commercial,rashmirks02@gmail.com,9909977185,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04939/280219,Ahmedabad,28-02-2019,31-01-2023,NA
1869,SHAKTI ETC(EXTOL TRADE CENTER),KAUSHALYA REAL ESTATE DEVELOPERS,"SHAKTI ETC(EXTOL TRADE CENTER) FP NO-89,VANDE MATRAM ROAD ,GOTA CHANDLODIA,AHMEDABAD382481 Ahmedabad 382481",Commercial,kaushalyared@gmail.com,9724101414,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05400/A1C/090721,Ahmedabad,08-05-2019,01-04-2023,NA
